"Sample_ID","Taxonomy","Frequency","Lysis","Treatment"
"L7","d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Chloroplast.f__Chloroplast.g__Chloroplast.__",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Leptolyngbyales.f__Leptolyngbyaceae.g__uncultured.__",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__uncultured.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Family_XI.g__Anaerococcus.__",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Family_XI.g__Anaerococcus.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Janthinobacterium.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.__.__",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Massilia.__",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Polaromonas.__",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Giesbergeria.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Comamonas.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Variovorax.__",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Acidovorax.__",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Ralstonia.__",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Massilia.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Tepidimonas.__",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Neisseriaceae.g__Uruburuella.__",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Neisseriaceae.g__Uruburuella.s__Neisseria_sp.",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Neisseriaceae.g__Neisseria.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Alcaligenes.__",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Burkholderia.Caballeronia.Paraburkholderia.s__uncultured_organism",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__B1.7BS.g__B1.7BS.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae.__.__",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Deinococcota.c__Deinococci.o__Deinococcales.f__Trueperaceae.g__Truepera.s__Truepera_radiovictrix",0,"Gram-positive Lysis","Listeria Presence"
"L7","d__Bacteria.p__Deinococcota.c__Deinococci.o__Thermales.f__Thermaceae.g__Thermus.s__Thermus_thermophilus",0,"Gram-positive Lysis","Listeria Presence"
"L8","Unassigned.__.__.__.__.__.__",72,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Staphylococcales.f__Staphylococcaceae.g__Macrococcus.__",23,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Campylobacterota.c__Campylobacteria.o__Campylobacterales.f__Campylobacteraceae.g__Campylobacter.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Actinomarinales.f__uncultured.g__uncultured.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Actinomarinales.f__uncultured.g__uncultured.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__Cnuella.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__uncultured.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Sphingobacteriaceae.g__Pedobacter.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Sphingobacteriaceae.g__Sphingobacterium.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Sphingobacteriaceae.g__Sphingobacterium.s__Sphingobacterium_sp.",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Sphingobacteriaceae.g__Pedobacter.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Sphingobacteriaceae.__.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Carnobacterium.__",8626,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Aeromonadaceae.g__Aeromonas.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Psychrobacter.__",212,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Exiguobacterales.f__Exiguobacteraceae.g__Exiguobacterium.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Lysinibacillus.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Alloiococcus.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Allobacillus.s__Allobacillus_halotolerans",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Planococcus.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus.s__Bacillus_megaterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Staphylococcales.f__Staphylococcaceae.g__Staphylococcus.__",59,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Listeriaceae.g__Listeria.s__Listeria_monocytogenes",229,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Carnobacterium.s__uncultured_bacterium",1779,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas.__",47018,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Geobacillus.s__Geobacillus_thermodenitrificans",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae.g__Abiotrophia.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Granulicatella.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Staphylococcales.f__Staphylococcaceae.g__Jeotgalicoccus.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Staphylococcales.f__Gemellaceae.g__Gemella.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Staphylococcales.f__Staphylococcaceae.g__Staphylococcus.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae.g__Aerococcus.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Listeriaceae.g__Brochothrix.__",1040,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Vagococcaceae.g__Vagococcus.__",35,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__uncultured_organism",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Vagococcaceae.g__Vagococcus.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Ilumatobacteraceae.g__uncultured.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.g__Phenylobacterium.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelothrix.s__Erysipelothrix_rhusiopathiae",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae.g__Erysipelotrichaceae_UCG.003.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Levilactobacillus.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Chthoniobacterales.f__Chthoniobacteraceae.g__Candidatus_Udaeobacter.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Chthoniobacterales.f__Chthoniobacteraceae.g__Candidatus_Udaeobacter.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Chloroflexi.c__Gitt.GS.136.o__Gitt.GS.136.f__Gitt.GS.136.g__Gitt.GS.136.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Chloroflexi.c__KD4.96.o__KD4.96.f__KD4.96.g__KD4.96.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Acidobacteriota.c__Blastocatellia.o__Pyrinomonadales.f__Pyrinomonadaceae.g__RB41.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Gillisia.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Flavobacterium.s__Flavobacterium_sp.",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Flavobacterium.__",14,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Flavobacterium.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Weeksellaceae.g__Chryseobacterium.__",4,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Weeksellaceae.g__Chryseobacterium.s__Chryseobacterium_sp.",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Weeksellaceae.g__Chryseobacterium.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Weeksellaceae.g__Empedobacter.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Imtechella.s__Imtechella_halotolerans",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Flavobacterium.s__Flavobacterium_phocarum",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Flavobacterium.s__Flavobacterium_tegetincola",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Myroides.s__bacterium_28W232",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Myroides.s__Myroides_odoratimimus",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales.f__Saccharimonadales.g__Saccharimonadales.s__uncultured_Candidatus",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Chloroplast.f__Chloroplast.g__Chloroplast.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Hafniaceae.g__Hafnia.Obesumbacterium.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Enterobacter.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Turicella.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Neisseriaceae.g__uncultured.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Campylobacterota.c__Campylobacteria.o__Campylobacterales.f__Arcobacteraceae.__.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Campylobacterota.c__Campylobacteria.o__Campylobacterales.f__Arcobacteraceae.g__Arcobacteraceae.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Family_XI.g__Ezakiella.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Peptostreptococcaceae.g__Peptostreptococcus.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Microbacteriaceae.g__Rhodoluna.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Microbacteriaceae.__.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium_sensu_stricto_5.s__Clostridium_putrefaciens",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Shewanellaceae.g__Shewanella.__",11,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Vibrionaceae.g__Vibrio.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Vibrionaceae.g__Vibrio.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Dorea.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Kocuria.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Tetrasphaera.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Nocardiaceae.g__Rhodococcus.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Aquipuribacter.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Arthrobacter.s__Arthrobacter_sp.",8,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Arthrobacter.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Micrococcus.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Streptomycetales.f__Streptomycetaceae.g__E1B.B3.114.s__Rhacophorus_dennysi",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Paeniglutamicibacter.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.__.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Glutamicibacter.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Microbacteriaceae.g__Leucobacter.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Microbacteriaceae.g__Microbacterium.s__Microbacterium_sp.",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Microbacteriaceae.g__Agromyces.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Morganellaceae.g__Proteus.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Morganellaceae.g__Moellerella.s__Providencia_sp.",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Morganellaceae.g__Moellerella.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Morganellaceae.g__Providencia.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Morganellaceae.g__Providencia.s__Providencia_alcalifaciens",2,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.__.__",2,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Citrobacter.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Salmonella.s__Salmonella_enterica",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Escherichia.Shigella.s__Escherichia_coli",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Escherichia.Shigella.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Erwiniaceae.__.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Morganellaceae.g__Morganella.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Yersiniaceae.g__Serratia.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Yersiniaceae.g__Yersinia.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Yersiniaceae.g__Yersinia.s__Yersinia_ruckeri",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Pseudoalteromonadaceae.g__Pseudoalteromonas.__",18,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Pseudoalteromonadaceae.g__Pseudoalteromonas.s__Pseudoalteromonas_sp.",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Psychromonadaceae.g__Psychromonas.s__Psychromonas_arctica",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__uncultured_bacterium",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.__",0,"Gram-positive Lysis","Listeria Presence"
"L8","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_falsenii",0,"Gram-positive Lysis","Listeria Presence"
