"Sample_ID","Taxonomy","Frequency","Lysis","Treatment"
"F2","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Lawsonella.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Brevibacteriaceae.g__Brevibacterium.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium._hallii_group.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Campylobacterota.c__Campylobacteria.o__Campylobacterales.f__Arcobacteraceae.g__Malaciobacter.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Vibrionaceae.g__Photobacterium.__",3,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Shewanellaceae.g__Shewanella.s__uncultured_bacterium",85,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Shewanellaceae.g__Shewanella.s__Shewanella_sp.",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Aeromonadaceae.g__Oceanisphaera.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Family_XI.g__Finegoldia.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Coprococcus.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Faecalibacterium.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Vibrionaceae.g__Salinivibrio.s__Salinivibrio_proteolyticus",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Vibrionaceae.g__Salinivibrio.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Pasteurellaceae.g__Haemophilus.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Pasteurellaceae.g__Haemophilus.s__uncultured_organism",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Pasteurellaceae.g__Aggregatibacter.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Pasteurellaceae.g__Avibacterium.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Fusobacteriota.c__Fusobacteriia.o__Fusobacteriales.f__Fusobacteriaceae.g__Fusobacterium.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Fusobacteriota.c__Fusobacteriia.o__Fusobacteriales.f__Fusobacteriaceae.g__Fusobacterium.s__Fusobacteriaceae_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Propionibacteriales.f__Nocardioidaceae.g__Nocardioides.s__Nocardioides_gilvus",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Propionibacteriales.f__Nocardioidaceae.g__Aeromicrobium.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingomonas.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingopyxis.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Erythrobacter.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Psychrobacter.s__Psychrobacter_sp.",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Alkanindiges.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.__",50778,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__uncultured_Acinetobacter",511,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas.s__Pseudomonas_sp.",10,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Azospirillales.f__uncultured.g__uncultured.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Acetobacterales.f__Acetobacteraceae.g__Acidiphilium.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Acetobacterales.f__Acetobacteraceae.g__Rubritepida.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas.s__Stenotrophomonas_sp.",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Hyphomicrobiaceae.g__Pedomicrobium.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Pseudochrobactrum.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.__.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Beijerinckiaceae.g__Methylobacterium.Methylorubrum.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Beijerinckiaceae.g__Methylobacterium.Methylorubrum.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Vulcaniibacterium.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Alteromonadaceae.g__Rheinheimera.s__uncultured_Rheinheimera",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Alteromonadaceae.g__Rheinheimera.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Idiomarinaceae.g__Aliidiomarina.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Alkanindiges.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Propionibacteriales.f__Nocardioidaceae.g__Nocardioides.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Propionibacteriales.f__Nocardioidaceae.g__Nocardioides.s__Nocardioides_aquaticus",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Propionibacteriales.f__Nocardioidaceae.g__Nocardioides.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Psychrobacter.s__uncultured_bacterium",284,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Legionellales.f__Legionellaceae.g__Legionella.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Reyranellales.f__Reyranellaceae.g__Reyranella.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Halomonadaceae.g__Halomonas.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Shewanellaceae.g__Shewanella.s__Shewanella_morhuae",566,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Nitrincolaceae.g__Nitrincola.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Enhydrobacter.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Shewanellaceae.g__Shewanella.s__Shewanella_putrefaciens",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Synergistota.c__Synergistia.o__Synergistales.f__Synergistaceae.g__Jonquetella.s__Jonquetella_anthropi",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Acetobacterales.f__Acetobacteraceae.g__Craurococcus.Caldovatus.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Rhodobacter.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Paracoccus.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Paracoccus.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.Selenomonadales.f__Veillonellaceae.g__Veillonella.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Actinobacteriota.c__Thermoleophilia.o__Solirubrobacterales.f__67.14.g__67.14.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Gemmatimonadota.c__Gemmatimonadetes.o__Gemmatimonadales.f__Gemmatimonadaceae.g__Gemmatimonas.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__uncultured.g__uncultured.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__uncultured.g__uncultured.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Actinobacteriota.c__Thermoleophilia.o__Gaiellales.f__uncultured.g__uncultured.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__IMCC26256.f__IMCC26256.g__IMCC26256.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Hyphomonadaceae.g__SWB02.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Hydrogenophilaceae.g__Hydrogenophilus.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Pseudanabaenales.f__Pseudanabaenaceae.g__Pseudanabaena_PCC.7429.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Chloroplast.f__Chloroplast.g__Chloroplast.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Leptolyngbyales.f__Leptolyngbyaceae.g__uncultured.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__uncultured.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Family_XI.g__Anaerococcus.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Family_XI.g__Anaerococcus.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Janthinobacterium.s__uncultured_bacterium",18,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.__.__",85,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Massilia.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Polaromonas.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Giesbergeria.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Comamonas.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Variovorax.__",3,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Acidovorax.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Ralstonia.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Massilia.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Tepidimonas.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Neisseriaceae.g__Uruburuella.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Neisseriaceae.g__Uruburuella.s__Neisseria_sp.",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Neisseriaceae.g__Neisseria.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Alcaligenes.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Burkholderia.Caballeronia.Paraburkholderia.s__uncultured_organism",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__B1.7BS.g__B1.7BS.s__uncultured_bacterium",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae.__.__",0,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Deinococcota.c__Deinococci.o__Deinococcales.f__Trueperaceae.g__Truepera.s__Truepera_radiovictrix",5,"Gram-negative Lysis","100cfu"
"F2","d__Bacteria.p__Deinococcota.c__Deinococci.o__Thermales.f__Thermaceae.g__Thermus.s__Thermus_thermophilus",0,"Gram-negative Lysis","100cfu"
"G2","Unassigned.__.__.__.__.__.__",28,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Staphylococcales.f__Staphylococcaceae.g__Macrococcus.__",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Campylobacterota.c__Campylobacteria.o__Campylobacterales.f__Campylobacteraceae.g__Campylobacter.__",28,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Actinomarinales.f__uncultured.g__uncultured.s__uncultured_bacterium",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Actinomarinales.f__uncultured.g__uncultured.__",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__Cnuella.__",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__uncultured.__",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Sphingobacteriaceae.g__Pedobacter.s__uncultured_bacterium",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Sphingobacteriaceae.g__Sphingobacterium.__",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Sphingobacteriaceae.g__Sphingobacterium.s__Sphingobacterium_sp.",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Sphingobacteriaceae.g__Pedobacter.__",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Sphingobacteriaceae.__.__",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Carnobacterium.__",12,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Aeromonadaceae.g__Aeromonas.__",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Psychrobacter.__",4559,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Exiguobacterales.f__Exiguobacteraceae.g__Exiguobacterium.__",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Lysinibacillus.__",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__uncultured_bacterium",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.__",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Alloiococcus.s__uncultured_bacterium",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus.__",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus.s__uncultured_bacterium",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Allobacillus.s__Allobacillus_halotolerans",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Planococcus.__",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus.s__Bacillus_megaterium",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Staphylococcales.f__Staphylococcaceae.g__Staphylococcus.__",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Listeriaceae.g__Listeria.s__Listeria_monocytogenes",9,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Carnobacterium.s__uncultured_bacterium",19,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas.__",3975,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Geobacillus.s__Geobacillus_thermodenitrificans",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae.g__Abiotrophia.s__uncultured_bacterium",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Granulicatella.__",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Staphylococcales.f__Staphylococcaceae.g__Jeotgalicoccus.s__uncultured_bacterium",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Staphylococcales.f__Gemellaceae.g__Gemella.s__uncultured_bacterium",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Staphylococcales.f__Staphylococcaceae.g__Staphylococcus.s__uncultured_bacterium",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae.g__Aerococcus.s__uncultured_bacterium",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Listeriaceae.g__Brochothrix.__",19,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Vagococcaceae.g__Vagococcus.__",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__uncultured_organism",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.__",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Vagococcaceae.g__Vagococcus.s__uncultured_bacterium",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__uncultured_bacterium",15,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__uncultured_bacterium",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.__",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Ilumatobacteraceae.g__uncultured.s__uncultured_bacterium",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.g__Phenylobacterium.s__uncultured_bacterium",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelothrix.s__Erysipelothrix_rhusiopathiae",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae.g__Erysipelotrichaceae_UCG.003.s__uncultured_bacterium",0,"Gram-negative Lysis","1000cfu"
"G2","d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Levilactobacillus.__",0,"Gram-negative Lysis","1000cfu"
